Mooring Name,Latitude,Longitude,Date,xCO2  SW (wet) (umol/mol)
KEO_145E_32N,32.252,144.561,7/5/2013,365.6
KEO_145E_32N,32.252,144.561,7/5/2013,365.4
KEO_145E_32N,32.252,144.561,7/5/2013,365.2
KEO_145E_32N,32.252,144.561,7/5/2013,365.3
KEO_145E_32N,32.252,144.561,7/5/2013,363.8
KEO_145E_32N,32.252,144.561,7/5/2013,363.7
KEO_145E_32N,32.252,144.561,7/5/2013,363.9
KEO_145E_32N,32.252,144.561,7/5/2013,364.5
KEO_145E_32N,32.252,144.561,7/5/2013,364
KEO_145E_32N,32.252,144.561,7/5/2013,363.2
KEO_145E_32N,32.252,144.561,7/5/2013,362.8
KEO_145E_32N,32.252,144.561,7/5/2013,363
KEO_145E_32N,32.252,144.561,7/6/2013,361.9
KEO_145E_32N,32.252,144.561,7/6/2013,364.4
KEO_145E_32N,32.252,144.561,7/6/2013,366.2
KEO_145E_32N,32.252,144.561,7/6/2013,366.2
KEO_145E_32N,32.252,144.561,7/6/2013,365.9
KEO_145E_32N,32.252,144.561,7/6/2013,367.7
KEO_145E_32N,32.252,144.561,7/6/2013,371.3
KEO_145E_32N,32.252,144.561,7/6/2013,370.1
KEO_145E_32N,32.252,144.561,7/7/2013,378.8
KEO_145E_32N,32.252,144.561,7/7/2013,375.1
KEO_145E_32N,32.252,144.561,7/7/2013,375.5
KEO_145E_32N,32.252,144.561,7/7/2013,370.6
KEO_145E_32N,32.252,144.561,7/7/2013,367.8
KEO_145E_32N,32.252,144.561,7/7/2013,368.4
KEO_145E_32N,32.252,144.561,7/7/2013,367.9
KEO_145E_32N,32.252,144.561,7/7/2013,368.2
KEO_145E_32N,32.252,144.561,7/8/2013,370.7
KEO_145E_32N,32.252,144.561,7/8/2013,374.8
KEO_145E_32N,32.252,144.561,7/8/2013,377.2
KEO_145E_32N,32.252,144.561,7/8/2013,375.7
KEO_145E_32N,32.252,144.561,7/8/2013,378.7
KEO_145E_32N,32.252,144.561,7/8/2013,375.4
KEO_145E_32N,32.252,144.561,7/8/2013,374
KEO_145E_32N,32.252,144.561,7/8/2013,372.2
KEO_145E_32N,32.252,144.561,7/9/2013,374.3
KEO_145E_32N,32.252,144.561,7/9/2013,378.7
KEO_145E_32N,32.252,144.561,7/9/2013,381.2
KEO_145E_32N,32.252,144.561,7/9/2013,379
KEO_145E_32N,32.252,144.561,7/9/2013,378.5
KEO_145E_32N,32.252,144.561,7/9/2013,378.7
KEO_145E_32N,32.252,144.561,7/9/2013,380.4
KEO_145E_32N,32.252,144.561,7/9/2013,378.9
KEO_145E_32N,32.252,144.561,7/10/2013,384.6
KEO_145E_32N,32.252,144.561,7/10/2013,391.2
KEO_145E_32N,32.252,144.561,7/10/2013,390.9
KEO_145E_32N,32.252,144.561,7/10/2013,383.7
KEO_145E_32N,32.252,144.561,7/10/2013,382.6
KEO_145E_32N,32.252,144.561,7/10/2013,380.3
KEO_145E_32N,32.252,144.561,7/10/2013,378.4
KEO_145E_32N,32.252,144.561,7/10/2013,378.8
KEO_145E_32N,32.252,144.561,7/11/2013,378.7
KEO_145E_32N,32.252,144.561,7/11/2013,380.7
KEO_145E_32N,32.252,144.561,7/11/2013,382.8
KEO_145E_32N,32.252,144.561,7/11/2013,378.7
KEO_145E_32N,32.252,144.561,7/11/2013,379.4
KEO_145E_32N,32.252,144.561,7/11/2013,380.4
KEO_145E_32N,32.252,144.561,7/11/2013,378.8
KEO_145E_32N,32.252,144.561,7/11/2013,378.9
KEO_145E_32N,32.252,144.561,7/12/2013,380
KEO_145E_32N,32.252,144.561,7/12/2013,382.3
KEO_145E_32N,32.252,144.561,7/12/2013,381.5
KEO_145E_32N,32.252,144.561,7/12/2013,380.6
KEO_145E_32N,32.252,144.561,7/12/2013,379.7
KEO_145E_32N,32.252,144.561,7/12/2013,380.1
KEO_145E_32N,32.252,144.561,7/12/2013,380.4
KEO_145E_32N,32.252,144.561,7/12/2013,378.7
KEO_145E_32N,32.252,144.561,7/13/2013,379.7
KEO_145E_32N,32.252,144.561,7/13/2013,381
KEO_145E_32N,32.252,144.561,7/13/2013,381.5
KEO_145E_32N,32.252,144.561,7/13/2013,380.9
KEO_145E_32N,32.252,144.561,7/13/2013,381.4
KEO_145E_32N,32.252,144.561,7/13/2013,381.4
KEO_145E_32N,32.252,144.561,7/13/2013,382.6
KEO_145E_32N,32.252,144.561,7/13/2013,381
KEO_145E_32N,32.252,144.561,7/14/2013,383.5
KEO_145E_32N,32.252,144.561,7/14/2013,385.7
KEO_145E_32N,32.252,144.561,7/14/2013,387.7
KEO_145E_32N,32.252,144.561,7/14/2013,384.9
KEO_145E_32N,32.252,144.561,7/14/2013,388.5
KEO_145E_32N,32.252,144.561,7/14/2013,386.6
KEO_145E_32N,32.252,144.561,7/14/2013,386
KEO_145E_32N,32.252,144.561,7/14/2013,386
KEO_145E_32N,32.252,144.561,7/15/2013,385.6
KEO_145E_32N,32.252,144.561,7/15/2013,390.6
KEO_145E_32N,32.252,144.561,7/15/2013,392.6
KEO_145E_32N,32.252,144.561,7/15/2013,390.6
KEO_145E_32N,32.252,144.561,7/15/2013,391.8
KEO_145E_32N,32.252,144.561,7/15/2013,390.6
KEO_145E_32N,32.252,144.561,7/15/2013,391.1
KEO_145E_32N,32.252,144.561,7/15/2013,388.5
KEO_145E_32N,32.252,144.561,7/16/2013,390.6
KEO_145E_32N,32.252,144.561,7/16/2013,397.5
KEO_145E_32N,32.252,144.561,7/16/2013,393.4
KEO_145E_32N,32.252,144.561,7/16/2013,390.4
KEO_145E_32N,32.252,144.561,7/16/2013,393
KEO_145E_32N,32.252,144.561,7/16/2013,392.4
KEO_145E_32N,32.252,144.561,7/16/2013,394.3
KEO_145E_32N,32.252,144.561,7/16/2013,391.4
KEO_145E_32N,32.252,144.561,7/17/2013,391.1
KEO_145E_32N,32.252,144.561,7/17/2013,393.2
KEO_145E_32N,32.252,144.561,7/17/2013,392.6
KEO_145E_32N,32.252,144.561,7/17/2013,388.4
KEO_145E_32N,32.252,144.561,7/17/2013,386.9
KEO_145E_32N,32.252,144.561,7/17/2013,385.3
KEO_145E_32N,32.252,144.561,7/17/2013,386.9
KEO_145E_32N,32.252,144.561,7/17/2013,385.4
KEO_145E_32N,32.252,144.561,7/18/2013,388.2
KEO_145E_32N,32.252,144.561,7/18/2013,408.9
KEO_145E_32N,32.252,144.561,7/18/2013,405.5
KEO_145E_32N,32.252,144.561,7/18/2013,398.5
KEO_145E_32N,32.252,144.561,7/18/2013,390.8
KEO_145E_32N,32.252,144.561,7/18/2013,389.2
KEO_145E_32N,32.252,144.561,7/18/2013,388.8
KEO_145E_32N,32.252,144.561,7/18/2013,389
KEO_145E_32N,32.252,144.561,7/19/2013,389.5
KEO_145E_32N,32.252,144.561,7/19/2013,391.2
KEO_145E_32N,32.252,144.561,7/19/2013,396.4
KEO_145E_32N,32.252,144.561,7/19/2013,395.9
KEO_145E_32N,32.252,144.561,7/19/2013,397.4
KEO_145E_32N,32.252,144.561,7/19/2013,397.9
KEO_145E_32N,32.252,144.561,7/19/2013,399.2
KEO_145E_32N,32.252,144.561,7/19/2013,398.7
KEO_145E_32N,32.252,144.561,7/20/2013,396.3
KEO_145E_32N,32.252,144.561,7/20/2013,393.9
KEO_145E_32N,32.252,144.561,7/20/2013,395.2
KEO_145E_32N,32.252,144.561,7/20/2013,392
KEO_145E_32N,32.252,144.561,7/20/2013,389.9
KEO_145E_32N,32.252,144.561,7/20/2013,389.1
KEO_145E_32N,32.252,144.561,7/20/2013,389.1
KEO_145E_32N,32.252,144.561,7/20/2013,388.8
KEO_145E_32N,32.252,144.561,7/21/2013,387.3
KEO_145E_32N,32.252,144.561,7/21/2013,392.9
KEO_145E_32N,32.252,144.561,7/21/2013,392.6
KEO_145E_32N,32.252,144.561,7/21/2013,394.8
KEO_145E_32N,32.252,144.561,7/21/2013,393.9
KEO_145E_32N,32.252,144.561,7/21/2013,394.2
KEO_145E_32N,32.252,144.561,7/21/2013,391.9
KEO_145E_32N,32.252,144.561,7/21/2013,390.3
KEO_145E_32N,32.252,144.561,7/22/2013,390.7
KEO_145E_32N,32.252,144.561,7/22/2013,394.9
KEO_145E_32N,32.252,144.561,7/22/2013,394.8
KEO_145E_32N,32.252,144.561,7/22/2013,391.4
KEO_145E_32N,32.252,144.561,7/22/2013,389.9
KEO_145E_32N,32.252,144.561,7/22/2013,392
KEO_145E_32N,32.252,144.561,7/22/2013,394.2
KEO_145E_32N,32.252,144.561,7/22/2013,391.9
KEO_145E_32N,32.252,144.561,7/23/2013,384.3
KEO_145E_32N,32.252,144.561,7/23/2013,363.4
KEO_145E_32N,32.252,144.561,7/23/2013,374.7
KEO_145E_32N,32.252,144.561,7/23/2013,379.8
KEO_145E_32N,32.252,144.561,7/23/2013,380.5
KEO_145E_32N,32.252,144.561,7/23/2013,382.7
KEO_145E_32N,32.252,144.561,7/23/2013,383
KEO_145E_32N,32.252,144.561,7/23/2013,384.7
KEO_145E_32N,32.252,144.561,7/24/2013,393.9
KEO_145E_32N,32.252,144.561,7/24/2013,404.5
KEO_145E_32N,32.252,144.561,7/24/2013,394.5
KEO_145E_32N,32.252,144.561,7/24/2013,389.1
KEO_145E_32N,32.252,144.561,7/24/2013,386.6
KEO_145E_32N,32.252,144.561,7/24/2013,382.5
KEO_145E_32N,32.252,144.561,7/24/2013,383.8
KEO_145E_32N,32.252,144.561,7/24/2013,382.4
KEO_145E_32N,32.252,144.561,7/25/2013,381.6
KEO_145E_32N,32.252,144.561,7/25/2013,386.8
KEO_145E_32N,32.252,144.561,7/25/2013,390.7
KEO_145E_32N,32.252,144.561,7/25/2013,390.9
KEO_145E_32N,32.252,144.561,7/25/2013,388.1
KEO_145E_32N,32.252,144.561,7/25/2013,382.7
KEO_145E_32N,32.252,144.561,7/25/2013,382.8
KEO_145E_32N,32.252,144.561,7/25/2013,384.9
KEO_145E_32N,32.252,144.561,7/26/2013,389.8
KEO_145E_32N,32.252,144.561,7/26/2013,403.3
KEO_145E_32N,32.252,144.561,7/26/2013,406.5
KEO_145E_32N,32.252,144.561,7/26/2013,395.7
KEO_145E_32N,32.252,144.561,7/26/2013,393.6
KEO_145E_32N,32.252,144.561,7/26/2013,399.6
KEO_145E_32N,32.252,144.561,7/26/2013,401.5
KEO_145E_32N,32.252,144.561,7/26/2013,403
KEO_145E_32N,32.252,144.561,7/27/2013,399.8
KEO_145E_32N,32.252,144.561,7/27/2013,407.8
KEO_145E_32N,32.252,144.561,7/27/2013,401.5
KEO_145E_32N,32.252,144.561,7/27/2013,396
KEO_145E_32N,32.252,144.561,7/27/2013,394.1
KEO_145E_32N,32.252,144.561,7/27/2013,395.8
KEO_145E_32N,32.252,144.561,7/27/2013,396.1
KEO_145E_32N,32.252,144.561,7/27/2013,395.8
KEO_145E_32N,32.252,144.561,7/28/2013,402
KEO_145E_32N,32.252,144.561,7/28/2013,404.4
KEO_145E_32N,32.252,144.561,7/28/2013,403.4
KEO_145E_32N,32.252,144.561,7/28/2013,401.5
KEO_145E_32N,32.252,144.561,7/28/2013,398.3
KEO_145E_32N,32.252,144.561,7/28/2013,395.4
KEO_145E_32N,32.252,144.561,7/28/2013,395.1
KEO_145E_32N,32.252,144.561,7/28/2013,398.7
KEO_145E_32N,32.252,144.561,7/29/2013,399.7
KEO_145E_32N,32.252,144.561,7/29/2013,403.6
KEO_145E_32N,32.252,144.561,7/29/2013,400.3
KEO_145E_32N,32.252,144.561,7/29/2013,399.9
KEO_145E_32N,32.252,144.561,7/29/2013,399.1
KEO_145E_32N,32.252,144.561,7/29/2013,399.2
KEO_145E_32N,32.252,144.561,7/29/2013,401.3
KEO_145E_32N,32.252,144.561,7/29/2013,400.3
KEO_145E_32N,32.252,144.561,7/30/2013,397.9
KEO_145E_32N,32.252,144.561,7/30/2013,396.1
KEO_145E_32N,32.252,144.561,7/30/2013,393.6
KEO_145E_32N,32.252,144.561,7/30/2013,388.8
KEO_145E_32N,32.252,144.561,7/30/2013,394.7
KEO_145E_32N,32.252,144.561,7/30/2013,382.6
KEO_145E_32N,32.252,144.561,7/30/2013,388.1
KEO_145E_32N,32.252,144.561,7/30/2013,386.9
KEO_145E_32N,32.252,144.561,7/31/2013,389.4
KEO_145E_32N,32.252,144.561,7/31/2013,396
KEO_145E_32N,32.252,144.561,7/31/2013,402.7
KEO_145E_32N,32.252,144.561,7/31/2013,400
KEO_145E_32N,32.252,144.561,7/31/2013,396.7
KEO_145E_32N,32.252,144.561,7/31/2013,395.4
KEO_145E_32N,32.252,144.561,7/31/2013,397.3
KEO_145E_32N,32.252,144.561,7/31/2013,395.5
KEO_145E_32N,32.252,144.561,8/1/2013,401.1
KEO_145E_32N,32.252,144.561,8/1/2013,412.7
KEO_145E_32N,32.252,144.561,8/1/2013,415.6
KEO_145E_32N,32.252,144.561,8/1/2013,406.2
KEO_145E_32N,32.252,144.561,8/1/2013,400.8
KEO_145E_32N,32.252,144.561,8/1/2013,399.9
KEO_145E_32N,32.252,144.561,8/1/2013,397.1
KEO_145E_32N,32.252,144.561,8/1/2013,397.9
KEO_145E_32N,32.252,144.561,8/2/2013,398
KEO_145E_32N,32.252,144.561,8/2/2013,399.8
KEO_145E_32N,32.252,144.561,8/2/2013,405.6
KEO_145E_32N,32.252,144.561,8/2/2013,401.6
KEO_145E_32N,32.252,144.561,8/2/2013,399.2
KEO_145E_32N,32.252,144.561,8/2/2013,398.5
KEO_145E_32N,32.252,144.561,8/2/2013,396.5
KEO_145E_32N,32.252,144.561,8/2/2013,393.1
KEO_145E_32N,32.252,144.561,8/3/2013,396.2
KEO_145E_32N,32.252,144.561,8/3/2013,399.8
KEO_145E_32N,32.252,144.561,8/3/2013,408
KEO_145E_32N,32.252,144.561,8/3/2013,397
KEO_145E_32N,32.252,144.561,8/3/2013,395.6
KEO_145E_32N,32.252,144.561,8/3/2013,393
KEO_145E_32N,32.252,144.561,8/3/2013,394.3
KEO_145E_32N,32.252,144.561,8/3/2013,392.9
KEO_145E_32N,32.252,144.561,8/4/2013,394.1
KEO_145E_32N,32.252,144.561,8/4/2013,399.6
KEO_145E_32N,32.252,144.561,8/4/2013,398.6
KEO_145E_32N,32.252,144.561,8/4/2013,399.2
KEO_145E_32N,32.252,144.561,8/4/2013,394.8
KEO_145E_32N,32.252,144.561,8/4/2013,396.8
KEO_145E_32N,32.252,144.561,8/4/2013,393.7
KEO_145E_32N,32.252,144.561,8/4/2013,393.4
KEO_145E_32N,32.252,144.561,8/5/2013,393.4
KEO_145E_32N,32.252,144.561,8/5/2013,394.6
KEO_145E_32N,32.252,144.561,8/5/2013,398.2
KEO_145E_32N,32.252,144.561,8/5/2013,396.4
KEO_145E_32N,32.252,144.561,8/5/2013,394.9
KEO_145E_32N,32.252,144.561,8/5/2013,394.1
KEO_145E_32N,32.252,144.561,8/5/2013,395.1
KEO_145E_32N,32.252,144.561,8/5/2013,393.5
KEO_145E_32N,32.252,144.561,8/6/2013,398.3
KEO_145E_32N,32.252,144.561,8/6/2013,403.5
KEO_145E_32N,32.252,144.561,8/6/2013,402.3
KEO_145E_32N,32.252,144.561,8/6/2013,400.9
KEO_145E_32N,32.252,144.561,8/6/2013,399.9
KEO_145E_32N,32.252,144.561,8/6/2013,395.5
KEO_145E_32N,32.252,144.561,8/6/2013,395.1
KEO_145E_32N,32.252,144.561,8/6/2013,394.7
KEO_145E_32N,32.252,144.561,8/7/2013,396
KEO_145E_32N,32.252,144.561,8/7/2013,399.4
KEO_145E_32N,32.252,144.561,8/7/2013,400.1
KEO_145E_32N,32.252,144.561,8/7/2013,396.3
KEO_145E_32N,32.252,144.561,8/7/2013,397.6
KEO_145E_32N,32.252,144.561,8/7/2013,398.9
KEO_145E_32N,32.252,144.561,8/7/2013,399.1
KEO_145E_32N,32.252,144.561,8/7/2013,398.2
KEO_145E_32N,32.252,144.561,8/8/2013,400.6
KEO_145E_32N,32.252,144.561,8/8/2013,403.8
