MOORING,DAY_OF_YEAR,DD,MM,YYYY,HH,SS,LATITUDE,LONGITUDE,FCO2_WAT,SST,SSS
,,,,,,,,,UATM,,
PIRATA_6S_10W,185.13,4,7,2013,3,59,-6,-10,408.4,26,35.662
PIRATA_6S_10W,185.17,4,7,2013,4,31,-6,-10,409,25.96,35.662
PIRATA_6S_10W,185.21,4,7,2013,5,57,-6,-10,409.3,25.96,35.656
PIRATA_6S_10W,185.25,4,7,2013,6,27,-6,-10,410,25.95,35.656
PIRATA_6S_10W,185.29,4,7,2013,7,10,-6,-10,411,25.93,35.696
PIRATA_6S_10W,185.34,4,7,2013,8,43,-6,-10,412.1,25.9,-999
PIRATA_6S_10W,185.38,4,7,2013,9,43,-6,-10,414.4,25.85,35.629
PIRATA_6S_10W,185.42,4,7,2013,10,18,-6,-10,417.8,25.8,35.603
PIRATA_6S_10W,185.46,4,7,2013,11,55,-6,-10,419.2,25.76,35.574
PIRATA_6S_10W,185.5,4,7,2013,12,41,-6,-10,419.6,25.76,35.565
PIRATA_6S_10W,185.54,4,7,2013,13,45,-6,-10,419.4,25.77,35.564
PIRATA_6S_10W,185.59,4,7,2013,14,12,-6,-10,418.9,25.79,35.565
PIRATA_6S_10W,185.63,4,7,2013,15,40,-6,-10,419.4,25.76,35.564
PIRATA_6S_10W,185.67,4,7,2013,16,11,-6,-10,419.3,25.75,35.565
PIRATA_6S_10W,185.71,4,7,2013,17,22,-6,-10,419.1,25.73,35.565
PIRATA_6S_10W,185.75,4,7,2013,18,4,-6,-10,419.1,25.7,35.565
PIRATA_6S_10W,185.79,4,7,2013,19,10,-6,-10,419.5,25.7,35.566
PIRATA_6S_10W,185.84,4,7,2013,20,44,-6,-10,419.1,25.68,35.566
PIRATA_6S_10W,185.88,4,7,2013,21,5,-6,-10,419.3,25.69,35.569
PIRATA_6S_10W,185.92,4,7,2013,22,51,-6,-10,419.4,25.68,35.571
PIRATA_6S_10W,185.96,4,7,2013,23,11,-6,-10,419.7,25.68,35.576
PIRATA_6S_10W,186,5,7,2013,0,44,-6,-10,420.3,25.68,35.583
PIRATA_6S_10W,186.04,5,7,2013,1,9,-6,-10,421.1,25.69,35.588
PIRATA_6S_10W,186.09,5,7,2013,2,42,-6,-10,420.8,25.68,35.601
PIRATA_6S_10W,186.13,5,7,2013,3,6,-6,-10,420.8,25.69,35.611
PIRATA_6S_10W,186.17,5,7,2013,4,41,-6,-10,418.6,25.75,35.629
PIRATA_6S_10W,186.21,5,7,2013,5,9,-6,-10,417,25.8,35.659
PIRATA_6S_10W,186.25,5,7,2013,6,16,-6,-10,415.1,25.84,35.682
PIRATA_6S_10W,186.29,5,7,2013,7,5,-6,-10,413.1,25.9,35.702
PIRATA_6S_10W,186.34,5,7,2013,8,8,-6,-10,409.7,25.96,35.723
PIRATA_6S_10W,186.38,5,7,2013,9,18,-6,-10,408,26.01,35.749
PIRATA_6S_10W,186.42,5,7,2013,10,45,-6,-10,406.8,26.05,35.755
PIRATA_6S_10W,186.46,5,7,2013,11,32,-6,-10,406.3,26.09,35.758
PIRATA_6S_10W,186.5,5,7,2013,12,4,-6,-10,406.2,26.12,35.757
PIRATA_6S_10W,186.54,5,7,2013,13,16,-6,-10,406.1,26.14,35.759
PIRATA_6S_10W,186.59,5,7,2013,14,54,-6,-10,405.6,26.18,35.762
PIRATA_6S_10W,186.63,5,7,2013,15,27,-6,-10,405.7,26.15,35.76
PIRATA_6S_10W,186.67,5,7,2013,16,50,-6,-10,406.8,26.12,35.756
PIRATA_6S_10W,186.71,5,7,2013,17,59,-6,-10,407.5,26.08,35.747
PIRATA_6S_10W,186.75,5,7,2013,18,26,-6,-10,406.9,26.08,35.741
PIRATA_6S_10W,186.79,5,7,2013,19,58,-6,-10,406,26.07,35.744
PIRATA_6S_10W,186.84,5,7,2013,20,52,-6,-10,405.6,26.07,35.747
PIRATA_6S_10W,186.88,5,7,2013,21,19,-6,-10,404.9,26.08,35.75
PIRATA_6S_10W,186.92,5,7,2013,22,53,-6,-10,404.6,26.08,35.752
PIRATA_6S_10W,186.96,5,7,2013,23,25,-6,-10,403.8,26.09,35.756
PIRATA_6S_10W,187,6,7,2013,0,3,-6,-10,403.2,26.1,35.759
PIRATA_6S_10W,187.04,6,7,2013,1,28,-6,-10,402.5,26.1,35.765
PIRATA_6S_10W,187.09,6,7,2013,2,0,-6,-10,402.3,26.12,35.771
PIRATA_6S_10W,187.13,6,7,2013,3,9,-6,-10,401.7,26.12,35.775
PIRATA_6S_10W,187.17,6,7,2013,4,4,-6,-10,401.5,26.11,35.781
PIRATA_6S_10W,187.21,6,7,2013,5,11,-6,-10,401.3,26.09,35.787
PIRATA_6S_10W,187.25,6,7,2013,6,37,-6,-10,401.7,26.07,35.788
PIRATA_6S_10W,187.29,6,7,2013,7,58,-6,-10,401,26.08,35.793
PIRATA_6S_10W,187.34,6,7,2013,8,36,-6,-10,400.3,26.14,35.802
PIRATA_6S_10W,187.38,6,7,2013,9,20,-6,-10,400.8,26.15,35.826
PIRATA_6S_10W,187.42,6,7,2013,10,20,-6,-10,401.6,26.1,35.828
PIRATA_6S_10W,187.46,6,7,2013,11,15,-6,-10,400.8,26.15,35.819
PIRATA_6S_10W,187.5,6,7,2013,12,56,-6,-10,400.6,26.2,35.829
PIRATA_6S_10W,187.54,6,7,2013,13,31,-6,-10,401.1,26.21,35.839
PIRATA_6S_10W,187.59,6,7,2013,14,5,-6,-10,401.4,26.23,35.837
PIRATA_6S_10W,187.63,6,7,2013,15,23,-6,-10,401.7,26.21,35.837
PIRATA_6S_10W,187.67,6,7,2013,16,39,-6,-10,401.8,26.2,35.835
PIRATA_6S_10W,187.71,6,7,2013,17,15,-6,-10,401.6,26.17,35.833
PIRATA_6S_10W,187.75,6,7,2013,18,44,-6,-10,401.8,26.1,35.831
PIRATA_6S_10W,187.79,6,7,2013,19,14,-6,-10,401.4,26.1,35.83
PIRATA_6S_10W,187.84,6,7,2013,20,53,-6,-10,401.4,26.08,35.828
PIRATA_6S_10W,187.88,6,7,2013,21,30,-6,-10,400.9,26.04,35.826
PIRATA_6S_10W,187.92,6,7,2013,22,13,-6,-10,400.9,26.03,35.826
PIRATA_6S_10W,187.96,6,7,2013,23,35,-6,-10,400.7,26.04,35.825
PIRATA_6S_10W,188,7,7,2013,0,3,-6,-10,400.3,26.07,35.824
PIRATA_6S_10W,188.04,7,7,2013,1,36,-6,-10,400.9,26.05,35.823
PIRATA_6S_10W,188.09,7,7,2013,2,6,-6,-10,400.4,26.03,35.823
PIRATA_6S_10W,188.13,7,7,2013,3,41,-6,-10,400.7,26.03,35.823
PIRATA_6S_10W,188.17,7,7,2013,4,12,-6,-10,400.7,26.04,35.821
PIRATA_6S_10W,188.21,7,7,2013,5,37,-6,-10,400.6,26.03,35.822
PIRATA_6S_10W,188.25,7,7,2013,6,26,-6,-10,400.1,26.03,35.822
PIRATA_6S_10W,188.29,7,7,2013,7,23,-6,-10,400,26.02,35.823
PIRATA_6S_10W,188.34,7,7,2013,8,1,-6,-10,400,26.02,35.823
PIRATA_6S_10W,188.38,7,7,2013,9,12,-6,-10,399.9,26.05,35.823
PIRATA_6S_10W,188.42,7,7,2013,10,38,-6,-10,399.5,26.07,35.823
PIRATA_6S_10W,188.46,7,7,2013,11,58,-6,-10,399.8,26.1,35.822
PIRATA_6S_10W,188.5,7,7,2013,12,31,-6,-10,399.9,26.15,35.824
PIRATA_6S_10W,188.54,7,7,2013,13,3,-6,-10,400.6,26.16,35.825
PIRATA_6S_10W,188.59,7,7,2013,14,32,-6,-10,400.8,26.17,35.825
PIRATA_6S_10W,188.63,7,7,2013,15,55,-6,-10,400.9,26.17,35.826
PIRATA_6S_10W,188.67,7,7,2013,16,25,-6,-10,401.1,26.15,35.826
PIRATA_6S_10W,188.71,7,7,2013,17,58,-6,-10,401.1,26.11,35.827
PIRATA_6S_10W,188.75,7,7,2013,18,32,-6,-10,400.9,26.08,35.828
PIRATA_6S_10W,188.79,7,7,2013,19,2,-6,-10,400.7,26.03,35.827
PIRATA_6S_10W,188.84,7,7,2013,20,43,-6,-10,400.6,26.02,35.827
PIRATA_6S_10W,188.88,7,7,2013,21,22,-6,-10,400.1,26.01,35.828
PIRATA_6S_10W,188.92,7,7,2013,22,46,-6,-10,399.8,26,35.837
PIRATA_6S_10W,188.96,7,7,2013,23,30,-6,-10,400.2,25.99,35.828
PIRATA_6S_10W,189,8,7,2013,0,3,-6,-10,400.1,26.01,35.827
PIRATA_6S_10W,189.04,8,7,2013,1,31,-6,-10,400.3,25.98,35.828
PIRATA_6S_10W,189.09,8,7,2013,2,17,-6,-10,400.1,26.01,35.829
PIRATA_6S_10W,189.13,8,7,2013,3,45,-6,-10,400.2,26,35.829
PIRATA_6S_10W,189.17,8,7,2013,4,12,-6,-10,400.1,25.99,35.828
PIRATA_6S_10W,189.21,8,7,2013,5,38,-6,-10,399.8,25.99,35.829
PIRATA_6S_10W,189.25,8,7,2013,6,8,-6,-10,400.3,25.97,35.83
PIRATA_6S_10W,189.29,8,7,2013,7,33,-6,-10,399.8,25.95,35.831
PIRATA_6S_10W,189.34,8,7,2013,8,4,-6,-10,399.4,25.99,35.831
PIRATA_6S_10W,189.38,8,7,2013,9,21,-6,-10,399.6,26,35.831
PIRATA_6S_10W,189.42,8,7,2013,10,54,-6,-10,399.7,26.02,35.83
PIRATA_6S_10W,189.46,8,7,2013,11,12,-6,-10,400,26.05,35.828
PIRATA_6S_10W,189.5,8,7,2013,12,42,-6,-10,400.7,26.08,35.83
PIRATA_6S_10W,189.54,8,7,2013,13,11,-6,-10,401.9,26.13,35.828
PIRATA_6S_10W,189.59,8,7,2013,14,46,-6,-10,402.8,26.17,35.829
PIRATA_6S_10W,189.63,8,7,2013,15,22,-6,-10,403.5,26.17,35.829
PIRATA_6S_10W,189.67,8,7,2013,16,17,-6,-10,404,26.15,35.827
PIRATA_6S_10W,189.71,8,7,2013,17,49,-6,-10,403.9,26.08,35.825
PIRATA_6S_10W,189.75,8,7,2013,18,8,-6,-10,403.3,26.06,35.823
PIRATA_6S_10W,189.79,8,7,2013,19,38,-6,-10,403.2,26.03,35.824
PIRATA_6S_10W,189.84,8,7,2013,20,5,-6,-10,402.7,26.01,35.824
PIRATA_6S_10W,189.88,8,7,2013,21,7,-6,-10,402.4,26.02,35.826
PIRATA_6S_10W,189.92,8,7,2013,22,29,-6,-10,401.5,26.01,35.826
PIRATA_6S_10W,189.96,8,7,2013,23,5,-6,-10,400.7,26.02,35.83
PIRATA_6S_10W,190,9,7,2013,0,41,-6,-10,399.3,26.04,35.835
PIRATA_6S_10W,190.04,9,7,2013,1,11,-6,-10,399.3,26.04,35.842
PIRATA_6S_10W,190.09,9,7,2013,2,41,-6,-10,398.9,26.05,35.847
PIRATA_6S_10W,190.13,9,7,2013,3,18,-6,-10,398.8,26.03,35.844
PIRATA_6S_10W,190.17,9,7,2013,4,17,-6,-10,398.4,26.03,35.841
PIRATA_6S_10W,190.21,9,7,2013,5,51,-6,-10,398.5,26.03,35.839
PIRATA_6S_10W,190.25,9,7,2013,6,50,-6,-10,398.1,26.02,35.84
PIRATA_6S_10W,190.29,9,7,2013,7,21,-6,-10,398.2,26.01,35.849
PIRATA_6S_10W,190.34,9,7,2013,8,10,-6,-10,397.9,26.02,35.837
PIRATA_6S_10W,190.38,9,7,2013,9,24,-6,-10,398,26.04,35.844
PIRATA_6S_10W,190.42,9,7,2013,10,33,-6,-10,397.7,26.06,35.843
PIRATA_6S_10W,190.46,9,7,2013,11,37,-6,-10,397.5,26.08,35.843
PIRATA_6S_10W,190.5,9,7,2013,12,10,-6,-10,397.5,26.1,35.848
PIRATA_6S_10W,190.54,9,7,2013,13,37,-6,-10,397.3,26.11,35.853
PIRATA_6S_10W,190.59,9,7,2013,14,28,-6,-10,397.5,26.13,35.852
PIRATA_6S_10W,190.63,9,7,2013,15,22,-6,-10,397.7,26.13,35.858
PIRATA_6S_10W,190.67,9,7,2013,16,43,-6,-10,397.7,26.11,35.856
PIRATA_6S_10W,190.71,9,7,2013,17,1,-6,-10,398.4,26.09,35.852
PIRATA_6S_10W,190.75,9,7,2013,18,54,-6,-10,397.9,26.07,35.848
PIRATA_6S_10W,190.79,9,7,2013,19,15,-6,-10,397.8,26.07,35.844
PIRATA_6S_10W,190.84,9,7,2013,20,55,-6,-10,397.9,26.05,35.842
PIRATA_6S_10W,190.88,9,7,2013,21,11,-6,-10,398,26.05,35.837
PIRATA_6S_10W,190.92,9,7,2013,22,1,-6,-10,397.5,26.05,35.836
PIRATA_6S_10W,190.96,9,7,2013,23,40,-6,-10,397.5,26.05,35.834
PIRATA_6S_10W,191,10,7,2013,0,23,-6,-10,397.2,26.06,35.823
PIRATA_6S_10W,191.04,10,7,2013,1,39,-6,-10,397,26.05,35.81
PIRATA_6S_10W,191.09,10,7,2013,2,11,-6,-10,396.8,26.04,35.794
PIRATA_6S_10W,191.13,10,7,2013,3,52,-6,-10,396.2,26.03,35.789
PIRATA_6S_10W,191.17,10,7,2013,4,14,-6,-10,396,26.02,35.778
PIRATA_6S_10W,191.21,10,7,2013,5,37,-6,-10,396.1,26,35.774
PIRATA_6S_10W,191.25,10,7,2013,6,51,-6,-10,395.7,26,35.766
PIRATA_6S_10W,191.29,10,7,2013,7,11,-6,-10,395.7,25.98,35.754
PIRATA_6S_10W,191.34,10,7,2013,8,50,-6,-10,395.6,25.96,35.747
PIRATA_6S_10W,191.38,10,7,2013,9,54,-6,-10,395.5,25.96,35.744
PIRATA_6S_10W,191.42,10,7,2013,10,54,-6,-10,395.4,25.97,35.739
PIRATA_6S_10W,191.46,10,7,2013,11,23,-6,-10,395.3,25.98,35.734
PIRATA_6S_10W,191.5,10,7,2013,12,49,-6,-10,395.3,26.01,35.724
PIRATA_6S_10W,191.54,10,7,2013,13,30,-6,-10,395.6,26.03,35.707
PIRATA_6S_10W,191.59,10,7,2013,14,3,-6,-10,396.6,26.01,35.695
PIRATA_6S_10W,191.63,10,7,2013,15,33,-6,-10,396.8,26,35.681
PIRATA_6S_10W,191.67,10,7,2013,16,11,-6,-10,397.3,25.95,35.669
PIRATA_6S_10W,191.71,10,7,2013,17,43,-6,-10,397,25.92,35.658
PIRATA_6S_10W,191.75,10,7,2013,18,13,-6,-10,396.9,25.88,35.65
PIRATA_6S_10W,191.79,10,7,2013,19,34,-6,-10,396.5,25.84,35.632
PIRATA_6S_10W,191.84,10,7,2013,20,13,-6,-10,396.3,25.81,35.629
PIRATA_6S_10W,191.88,10,7,2013,21,19,-6,-10,396.1,25.78,35.622
PIRATA_6S_10W,191.92,10,7,2013,22,52,-6,-10,396.1,25.75,35.615
PIRATA_6S_10W,191.96,10,7,2013,23,11,-6,-10,395.9,25.7,35.608
PIRATA_6S_10W,192,11,7,2013,0,43,-6,-10,395.7,25.67,35.597
PIRATA_6S_10W,192.04,11,7,2013,1,22,-6,-10,395.6,25.66,35.587
PIRATA_6S_10W,192.09,11,7,2013,2,1,-6,-10,395.7,25.63,35.576
PIRATA_6S_10W,192.13,11,7,2013,3,24,-6,-10,395.5,25.61,35.573
PIRATA_6S_10W,192.17,11,7,2013,4,6,-6,-10,395.9,25.59,35.574
PIRATA_6S_10W,192.21,11,7,2013,5,37,-6,-10,396.4,25.58,35.572
PIRATA_6S_10W,192.25,11,7,2013,6,2,-6,-10,396.7,25.57,35.568
PIRATA_6S_10W,192.29,11,7,2013,7,31,-6,-10,396.7,25.54,35.572
PIRATA_6S_10W,192.34,11,7,2013,8,49,-6,-10,396.7,25.55,35.569
PIRATA_6S_10W,192.38,11,7,2013,9,32,-6,-10,396.6,25.55,35.578
PIRATA_6S_10W,192.42,11,7,2013,10,5,-6,-10,396.8,25.52,35.579
PIRATA_6S_10W,192.46,11,7,2013,11,44,-6,-10,398.3,25.51,35.57
PIRATA_6S_10W,192.5,11,7,2013,12,8,-6,-10,397.7,25.53,35.565
PIRATA_6S_10W,192.54,11,7,2013,13,29,-6,-10,397,25.55,35.569
PIRATA_6S_10W,192.59,11,7,2013,14,14,-6,-10,397.3,25.57,35.573
PIRATA_6S_10W,192.63,11,7,2013,15,37,-6,-10,398.5,25.53,35.577
PIRATA_6S_10W,192.67,11,7,2013,16,14,-6,-10,399.6,25.48,35.565
PIRATA_6S_10W,192.71,11,7,2013,17,32,-6,-10,400.4,25.43,35.557
PIRATA_6S_10W,192.75,11,7,2013,18,1,-6,-10,401,25.39,35.555
PIRATA_6S_10W,192.79,11,7,2013,19,33,-6,-10,403.5,25.34,35.548
PIRATA_6S_10W,192.84,11,7,2013,20,58,-6,-10,404.8,25.31,35.546
PIRATA_6S_10W,192.88,11,7,2013,21,24,-6,-10,405.9,25.28,35.547
PIRATA_6S_10W,192.92,11,7,2013,22,56,-6,-10,407.4,25.24,35.552
PIRATA_6S_10W,192.96,11,7,2013,23,18,-6,-10,409.3,25.18,35.558
PIRATA_6S_10W,193,12,7,2013,0,40,-6,-10,410.3,25.16,35.565
PIRATA_6S_10W,193.04,12,7,2013,1,3,-6,-10,414.4,25.08,35.572
PIRATA_6S_10W,193.09,12,7,2013,2,56,-6,-10,419.6,25.04,35.591
PIRATA_6S_10W,193.13,12,7,2013,3,20,-6,-10,422.7,24.98,35.605
PIRATA_6S_10W,193.17,12,7,2013,4,54,-6,-10,425.7,24.94,35.614
PIRATA_6S_10W,193.21,12,7,2013,5,24,-6,-10,428,24.92,35.626
PIRATA_6S_10W,193.25,12,7,2013,6,15,-6,-10,430.1,24.88,35.633
PIRATA_6S_10W,193.29,12,7,2013,7,31,-6,-10,432.7,24.83,35.644
PIRATA_6S_10W,193.34,12,7,2013,8,10,-6,-10,434,24.79,35.658
PIRATA_6S_10W,193.38,12,7,2013,9,39,-6,-10,435.4,24.76,35.667
PIRATA_6S_10W,193.42,12,7,2013,10,10,-6,-10,436.5,24.78,35.673
PIRATA_6S_10W,193.46,12,7,2013,11,33,-6,-10,436.5,24.79,35.677
PIRATA_6S_10W,193.5,12,7,2013,12,12,-6,-10,437.9,24.83,35.681
PIRATA_6S_10W,193.54,12,7,2013,13,38,-6,-10,439.5,24.84,35.689
PIRATA_6S_10W,193.59,12,7,2013,14,24,-6,-10,439.6,24.85,35.698
PIRATA_6S_10W,193.63,12,7,2013,15,27,-6,-10,439.4,24.84,35.702
PIRATA_6S_10W,193.67,12,7,2013,16,58,-6,-10,439.2,24.81,35.702
PIRATA_6S_10W,193.71,12,7,2013,17,37,-6,-10,438.6,24.77,35.7
PIRATA_6S_10W,193.75,12,7,2013,18,16,-6,-10,437.8,24.73,35.697
PIRATA_6S_10W,193.79,12,7,2013,19,26,-6,-10,433.7,24.86,35.695
PIRATA_6S_10W,193.84,12,7,2013,20,4,-6,-10,429.8,24.88,35.666
PIRATA_6S_10W,193.88,12,7,2013,21,18,-6,-10,428.5,24.88,35.649
PIRATA_6S_10W,193.92,12,7,2013,22,47,-6,-10,425.2,24.94,35.637
PIRATA_6S_10W,193.96,12,7,2013,23,14,-6,-10,424.7,24.93,35.63
PIRATA_6S_10W,194,13,7,2013,0,45,-6,-10,424.5,24.93,35.629
PIRATA_6S_10W,194.04,13,7,2013,1,29,-6,-10,423.3,24.93,35.625
PIRATA_6S_10W,194.09,13,7,2013,2,58,-6,-10,422.1,24.96,35.622
PIRATA_6S_10W,194.13,13,7,2013,3,28,-6,-10,421.6,24.95,35.618
PIRATA_6S_10W,194.17,13,7,2013,4,18,-6,-10,420.1,24.98,35.615
PIRATA_6S_10W,194.21,13,7,2013,5,38,-6,-10,417.8,25,35.613
PIRATA_6S_10W,194.25,13,7,2013,6,57,-6,-10,418.1,25,35.614
PIRATA_6S_10W,194.29,13,7,2013,7,58,-6,-10,417.1,25.02,35.614
PIRATA_6S_10W,194.34,13,7,2013,8,1,-6,-10,414.9,25.04,35.612
PIRATA_6S_10W,194.38,13,7,2013,9,37,-6,-10,412.5,25.09,35.613
PIRATA_6S_10W,194.42,13,7,2013,10,0,-6,-10,411.4,25.11,35.616
PIRATA_6S_10W,194.46,13,7,2013,11,34,-6,-10,410.9,25.14,35.619
PIRATA_6S_10W,194.5,13,7,2013,12,16,-6,-10,410.4,25.16,35.62
PIRATA_6S_10W,194.54,13,7,2013,13,34,-6,-10,410.8,25.18,35.62
PIRATA_6S_10W,194.59,13,7,2013,14,7,-6,-10,409.4,25.22,35.62
PIRATA_6S_10W,194.63,13,7,2013,15,34,-6,-10,408.3,25.25,35.622
PIRATA_6S_10W,194.67,13,7,2013,16,18,-6,-10,407.6,25.26,35.622
PIRATA_6S_10W,194.71,13,7,2013,17,28,-6,-10,407.8,25.26,35.625
PIRATA_6S_10W,194.75,13,7,2013,18,50,-6,-10,408,25.24,35.625
PIRATA_6S_10W,194.79,13,7,2013,19,26,-6,-10,408.8,25.21,35.624
PIRATA_6S_10W,194.84,13,7,2013,20,59,-6,-10,409.8,25.18,35.626
PIRATA_6S_10W,194.88,13,7,2013,21,19,-6,-10,410.5,25.17,35.628
PIRATA_6S_10W,194.92,13,7,2013,22,5,-6,-10,411,25.16,35.627
PIRATA_6S_10W,194.96,13,7,2013,23,55,-6,-10,411.2,25.15,35.626
PIRATA_6S_10W,195,14,7,2013,0,6,-6,-10,411,25.15,35.628
PIRATA_6S_10W,195.04,14,7,2013,1,42,-6,-10,410.7,25.15,35.629
PIRATA_6S_10W,195.09,14,7,2013,2,25,-6,-10,410.7,25.15,35.628
PIRATA_6S_10W,195.13,14,7,2013,3,38,-6,-10,410.8,25.15,35.63
PIRATA_6S_10W,195.17,14,7,2013,4,13,-6,-10,410,25.16,35.633
PIRATA_6S_10W,195.21,14,7,2013,5,39,-6,-10,409.3,25.17,35.633
PIRATA_6S_10W,195.25,14,7,2013,6,5,-6,-10,408.5,25.18,35.633
PIRATA_6S_10W,195.29,14,7,2013,7,33,-6,-10,408.2,25.18,35.636
PIRATA_6S_10W,195.34,14,7,2013,8,19,-6,-10,408.1,25.18,35.712
PIRATA_6S_10W,195.38,14,7,2013,9,26,-6,-10,408.2,25.16,35.762
PIRATA_6S_10W,195.42,14,7,2013,10,5,-6,-10,408.2,25.18,35.795
PIRATA_6S_10W,195.46,14,7,2013,11,29,-6,-10,408.5,25.18,35.85
PIRATA_6S_10W,195.5,14,7,2013,12,17,-6,-10,407.5,25.22,-999
PIRATA_6S_10W,195.54,14,7,2013,13,40,-6,-10,407.4,25.25,35.645
PIRATA_6S_10W,195.59,14,7,2013,14,56,-6,-10,407.4,25.26,35.641
PIRATA_6S_10W,195.63,14,7,2013,15,42,-6,-10,407.6,25.25,35.642
PIRATA_6S_10W,195.67,14,7,2013,16,15,-6,-10,408,25.24,35.642
PIRATA_6S_10W,195.71,14,7,2013,17,20,-6,-10,407.8,25.24,35.644
PIRATA_6S_10W,195.75,14,7,2013,18,42,-6,-10,408,25.21,35.644
PIRATA_6S_10W,195.79,14,7,2013,19,36,-6,-10,408.9,25.2,35.644
PIRATA_6S_10W,195.84,14,7,2013,20,12,-6,-10,409.1,25.19,35.645
PIRATA_6S_10W,195.88,14,7,2013,21,34,-6,-10,409.5,25.16,35.645
PIRATA_6S_10W,195.92,14,7,2013,22,51,-6,-10,410.4,25.13,35.644
PIRATA_6S_10W,195.96,14,7,2013,23,10,-6,-10,410.6,25.12,35.644
PIRATA_6S_10W,196,15,7,2013,0,38,-6,-10,411.4,25.08,35.645
PIRATA_6S_10W,196.04,15,7,2013,1,16,-6,-10,411.6,25.07,35.646
PIRATA_6S_10W,196.09,15,7,2013,2,53,-6,-10,412.8,25.06,35.647
PIRATA_6S_10W,196.13,15,7,2013,3,17,-6,-10,413.3,25.04,35.646
PIRATA_6S_10W,196.17,15,7,2013,4,6,-6,-10,413.8,25.02,35.648
PIRATA_6S_10W,196.21,15,7,2013,5,29,-6,-10,414.2,25.02,35.649
PIRATA_6S_10W,196.25,15,7,2013,6,13,-6,-10,413.9,25.02,35.65
PIRATA_6S_10W,196.29,15,7,2013,7,35,-6,-10,413,25.02,35.651
PIRATA_6S_10W,196.34,15,7,2013,8,10,-6,-10,413.1,25.03,35.723
PIRATA_6S_10W,196.38,15,7,2013,9,44,-6,-10,412.6,25.04,35.775
PIRATA_6S_10W,196.42,15,7,2013,10,29,-6,-10,412.3,25.06,35.809
PIRATA_6S_10W,196.46,15,7,2013,11,56,-6,-10,412.4,25.08,35.865
PIRATA_6S_10W,196.5,15,7,2013,12,31,-6,-10,412.6,25.08,-999
PIRATA_6S_10W,196.54,15,7,2013,13,13,-6,-10,412.5,25.12,-999
PIRATA_6S_10W,196.59,15,7,2013,14,25,-6,-10,412.7,25.1,35.655
PIRATA_6S_10W,196.63,15,7,2013,15,55,-6,-10,412.7,25.1,35.656
PIRATA_6S_10W,196.67,15,7,2013,16,34,-6,-10,412.7,25.1,35.657
PIRATA_6S_10W,196.71,15,7,2013,17,56,-6,-10,411.7,25.1,35.657
PIRATA_6S_10W,196.75,15,7,2013,18,25,-6,-10,411.8,25.08,35.658
PIRATA_6S_10W,196.79,15,7,2013,19,2,-6,-10,412.2,25.1,35.66
PIRATA_6S_10W,196.84,15,7,2013,20,58,-6,-10,411.5,25.09,35.66
PIRATA_6S_10W,196.88,15,7,2013,21,32,-6,-10,412.4,25.07,35.662
PIRATA_6S_10W,196.92,15,7,2013,22,14,-6,-10,412.8,25.05,35.665
PIRATA_6S_10W,196.96,15,7,2013,23,41,-6,-10,412.6,25.05,35.667
PIRATA_6S_10W,197,16,7,2013,0,10,-6,-10,412.1,25.04,35.67
PIRATA_6S_10W,197.04,16,7,2013,1,45,-6,-10,412,25.02,35.672
PIRATA_6S_10W,197.09,16,7,2013,2,21,-6,-10,411.9,25.01,35.672
PIRATA_6S_10W,197.13,16,7,2013,3,38,-6,-10,411.6,25.01,35.673
PIRATA_6S_10W,197.17,16,7,2013,4,16,-6,-10,411.4,25.02,35.675
PIRATA_6S_10W,197.21,16,7,2013,5,26,-6,-10,411.4,25.02,35.679
PIRATA_6S_10W,197.25,16,7,2013,6,57,-6,-10,411.3,25.03,35.691
PIRATA_6S_10W,197.29,16,7,2013,7,31,-6,-10,410.8,25.04,35.697
PIRATA_6S_10W,197.34,16,7,2013,8,10,-6,-10,410.4,25.06,35.74
PIRATA_6S_10W,197.38,16,7,2013,9,34,-6,-10,411.1,25.02,35.809
PIRATA_6S_10W,197.42,16,7,2013,10,5,-6,-10,411.9,25.03,35.842
PIRATA_6S_10W,197.46,16,7,2013,11,34,-6,-10,411.1,25.04,35.889
PIRATA_6S_10W,197.5,16,7,2013,12,8,-6,-10,410.5,25.06,-999
PIRATA_6S_10W,197.54,16,7,2013,13,31,-6,-10,410.2,25.07,-999
PIRATA_6S_10W,197.59,16,7,2013,14,10,-6,-10,410.5,25.07,35.685
PIRATA_6S_10W,197.63,16,7,2013,15,51,-6,-10,410.7,25.06,35.686
PIRATA_6S_10W,197.67,16,7,2013,16,27,-6,-10,410.7,25.05,35.685
PIRATA_6S_10W,197.71,16,7,2013,17,33,-6,-10,411.4,25.02,35.685
PIRATA_6S_10W,197.75,16,7,2013,18,13,-6,-10,411.1,25.04,35.685
PIRATA_6S_10W,197.79,16,7,2013,19,39,-6,-10,411.4,25.02,35.686
PIRATA_6S_10W,197.84,16,7,2013,20,11,-6,-10,411.1,25,35.685
PIRATA_6S_10W,197.88,16,7,2013,21,41,-6,-10,410.7,24.99,35.683
PIRATA_6S_10W,197.92,16,7,2013,22,49,-6,-10,410.8,24.98,35.682
PIRATA_6S_10W,197.96,16,7,2013,23,11,-6,-10,411.2,24.94,35.683
PIRATA_6S_10W,198,17,7,2013,0,35,-6,-10,411.5,24.94,35.684
PIRATA_6S_10W,198.04,17,7,2013,1,10,-6,-10,412.6,24.91,35.686
