MOORING,DAY_OF_YEAR,DD,MM,YYYY,HH,SS,LATITUDE,LONGITUDE,FCO2_WAT,SST,SSS,ATM_PRE
,,,,,,,,,UATM,DEG_C,,
PIRATA_6S_10W,338.79,3,12,2008,19,2,-6,-10,436,25.36,36.1805,-99
PIRATA_6S_10W,338.83,3,12,2008,20,41,-6,-10,436,25.36,36.1808,-99
PIRATA_6S_10W,338.88,3,12,2008,21,56,-6,-10,436.4,25.36,36.1811,-99
PIRATA_6S_10W,338.92,3,12,2008,22,11,-6,-10,436.3,25.34,36.1814,-99
PIRATA_6S_10W,338.96,3,12,2008,23,55,-6,-10,435.9,25.34,36.1817,-99
PIRATA_6S_10W,339,4,12,2008,0,6,-6,-10,436.1,25.34,36.182,-99
PIRATA_6S_10W,339.04,4,12,2008,1,34,-6,-10,436.3,25.35,36.1824,-99
PIRATA_6S_10W,339.08,4,12,2008,2,15,-6,-10,437,25.33,36.1828,-99
PIRATA_6S_10W,339.12,4,12,2008,3,39,-6,-10,437.7,25.34,36.1833,-99
PIRATA_6S_10W,339.17,4,12,2008,4,15,-6,-10,438,25.33,36.1837,-99
PIRATA_6S_10W,339.21,4,12,2008,5,47,-6,-10,438.1,25.32,36.1841,-99
PIRATA_6S_10W,339.25,4,12,2008,6,20,-6,-10,438.2,25.32,36.1845,-99
PIRATA_6S_10W,339.29,4,12,2008,7,49,-6,-10,437.3,25.33,36.1849,-99
PIRATA_6S_10W,339.33,4,12,2008,8,10,-6,-10,436.9,25.35,36.1853,-99
PIRATA_6S_10W,339.38,4,12,2008,9,44,-6,-10,436.6,25.34,36.1857,-99
PIRATA_6S_10W,339.42,4,12,2008,10,58,-6,-10,436.9,25.37,36.1862,-99
PIRATA_6S_10W,339.46,4,12,2008,11,33,-6,-10,436.7,25.41,36.1866,-99
PIRATA_6S_10W,339.5,4,12,2008,12,59,-6,-10,436.5,25.44,36.187,-99
PIRATA_6S_10W,339.54,4,12,2008,13,30,-6,-10,436.6,25.46,36.1874,-99
PIRATA_6S_10W,339.58,4,12,2008,14,0,-6,-10,436.7,25.47,36.1878,-99
PIRATA_6S_10W,339.62,4,12,2008,15,28,-6,-10,437,25.47,36.1883,-99
PIRATA_6S_10W,339.67,4,12,2008,16,4,-6,-10,437.3,25.44,36.1887,-99
PIRATA_6S_10W,339.71,4,12,2008,17,30,-6,-10,437.3,25.42,36.1891,-99
PIRATA_6S_10W,339.75,4,12,2008,18,2,-6,-10,437.5,25.41,36.1895,-99
PIRATA_6S_10W,339.79,4,12,2008,19,22,-6,-10,436.8,25.4,36.1899,-99
PIRATA_6S_10W,339.83,4,12,2008,20,52,-6,-10,436.8,25.39,36.1903,-99
PIRATA_6S_10W,339.88,4,12,2008,21,21,-6,-10,436,25.39,36.1908,-99
PIRATA_6S_10W,339.92,4,12,2008,22,4,-6,-10,436.3,25.36,36.1912,-99
PIRATA_6S_10W,339.96,4,12,2008,23,49,-6,-10,436.2,25.36,36.1916,-99
PIRATA_6S_10W,340,5,12,2008,0,30,-6,-10,436.9,25.38,36.192,-99
PIRATA_6S_10W,340.04,5,12,2008,1,13,-6,-10,436.7,25.38,36.1925,-99
PIRATA_6S_10W,340.08,5,12,2008,2,46,-6,-10,437.2,25.4,36.1931,-99
PIRATA_6S_10W,340.12,5,12,2008,3,15,-6,-10,436.8,25.38,36.1936,-99
PIRATA_6S_10W,340.17,5,12,2008,4,24,-6,-10,437.1,25.38,36.1942,-99
PIRATA_6S_10W,340.21,5,12,2008,5,58,-6,-10,438.4,25.38,36.1947,-99
PIRATA_6S_10W,340.25,5,12,2008,6,24,-6,-10,438.9,25.38,36.1953,-99
PIRATA_6S_10W,340.29,5,12,2008,7,58,-6,-10,437.7,25.39,36.1958,-99
PIRATA_6S_10W,340.33,5,12,2008,8,17,-6,-10,437.4,25.42,36.1963,-99
PIRATA_6S_10W,340.38,5,12,2008,9,55,-6,-10,437,25.49,36.1969,-99
PIRATA_6S_10W,340.42,5,12,2008,10,35,-6,-10,437,25.53,36.1974,-99
PIRATA_6S_10W,340.46,5,12,2008,11,55,-6,-10,437.4,25.57,36.198,-99
PIRATA_6S_10W,340.5,5,12,2008,12,8,-6,-10,438.2,25.6,36.1985,-99
PIRATA_6S_10W,340.54,5,12,2008,13,43,-6,-10,438.5,25.65,36.199,-99
PIRATA_6S_10W,340.58,5,12,2008,14,41,-6,-10,439.8,25.69,36.1996,-99
PIRATA_6S_10W,340.62,5,12,2008,15,54,-6,-10,440.7,25.68,36.2001,-99
PIRATA_6S_10W,340.67,5,12,2008,16,16,-6,-10,440.9,25.65,36.2007,-99
PIRATA_6S_10W,340.71,5,12,2008,17,58,-6,-10,441.3,25.6,36.2012,-99
PIRATA_6S_10W,340.75,5,12,2008,18,19,-6,-10,440,25.59,36.2018,-99
PIRATA_6S_10W,340.79,5,12,2008,19,47,-6,-10,440.6,25.59,36.2023,-99
PIRATA_6S_10W,340.83,5,12,2008,20,29,-6,-10,440.2,25.56,36.2028,-99
PIRATA_6S_10W,340.88,5,12,2008,21,50,-6,-10,440.2,25.55,36.2034,-99
PIRATA_6S_10W,340.92,5,12,2008,22,31,-6,-10,439.2,25.54,36.2039,-99
PIRATA_6S_10W,340.96,5,12,2008,23,5,-6,-10,439.3,25.56,36.2045,-99
PIRATA_6S_10W,341,6,12,2008,0,33,-6,-10,438.9,25.55,36.205,-99
PIRATA_6S_10W,341.04,6,12,2008,1,10,-6,-10,438.7,25.56,36.2052,-99
PIRATA_6S_10W,341.08,6,12,2008,2,43,-6,-10,439,25.56,36.2054,-99
PIRATA_6S_10W,341.12,6,12,2008,3,3,-6,-10,438.6,25.55,36.2056,-99
PIRATA_6S_10W,341.17,6,12,2008,4,27,-6,-10,438.4,25.55,36.2058,-99
PIRATA_6S_10W,341.21,6,12,2008,5,7,-6,-10,438.2,25.54,36.206,-99
PIRATA_6S_10W,341.25,6,12,2008,6,27,-6,-10,437.7,25.54,36.2062,-99
PIRATA_6S_10W,341.29,6,12,2008,7,7,-6,-10,437.4,25.55,36.2065,-99
PIRATA_6S_10W,341.33,6,12,2008,8,25,-6,-10,437.6,25.58,36.2067,-99
PIRATA_6S_10W,341.38,6,12,2008,9,36,-6,-10,437.2,25.59,36.2069,-99
PIRATA_6S_10W,341.42,6,12,2008,10,6,-6,-10,437.2,25.61,36.2071,-99
PIRATA_6S_10W,341.46,6,12,2008,11,27,-6,-10,437.6,25.64,36.2073,-99
PIRATA_6S_10W,341.5,6,12,2008,12,57,-6,-10,437.7,25.68,36.2075,-99
PIRATA_6S_10W,341.54,6,12,2008,13,25,-6,-10,438.6,25.81,36.2077,-99
PIRATA_6S_10W,341.58,6,12,2008,14,58,-6,-10,439.5,25.9,36.2079,-99
PIRATA_6S_10W,341.62,6,12,2008,15,36,-6,-10,442.1,25.89,36.2081,-99
PIRATA_6S_10W,341.67,6,12,2008,16,3,-6,-10,443.3,25.83,36.2083,-99
PIRATA_6S_10W,341.71,6,12,2008,17,16,-6,-10,442.6,25.75,36.2085,-99
PIRATA_6S_10W,341.75,6,12,2008,18,24,-6,-10,440.5,25.72,36.2088,-99
PIRATA_6S_10W,341.79,6,12,2008,19,22,-6,-10,439.8,25.71,36.209,-99
PIRATA_6S_10W,341.83,6,12,2008,20,21,-6,-10,439.8,25.68,36.2092,-99
PIRATA_6S_10W,341.88,6,12,2008,21,59,-6,-10,439.6,25.68,36.2094,-99
PIRATA_6S_10W,341.92,6,12,2008,22,37,-6,-10,438.8,25.63,36.2096,-99
PIRATA_6S_10W,341.96,6,12,2008,23,0,-6,-10,438.1,25.62,36.2098,-99
PIRATA_6S_10W,342,7,12,2008,0,28,-6,-10,439,25.59,36.21,-99
PIRATA_6S_10W,342.04,7,12,2008,1,21,-6,-10,437.9,25.59,36.2104,-99
PIRATA_6S_10W,342.08,7,12,2008,2,51,-6,-10,437.5,25.57,36.2108,-99
PIRATA_6S_10W,342.12,7,12,2008,3,23,-6,-10,438.2,25.57,36.2111,-99
PIRATA_6S_10W,342.17,7,12,2008,4,40,-6,-10,438.6,25.57,36.2115,-99
PIRATA_6S_10W,342.21,7,12,2008,5,23,-6,-10,437.8,25.59,36.2119,-99
PIRATA_6S_10W,342.25,7,12,2008,6,46,-6,-10,436.5,25.6,36.2122,-99
PIRATA_6S_10W,342.29,7,12,2008,7,21,-6,-10,435.8,25.61,36.2126,-99
PIRATA_6S_10W,342.33,7,12,2008,8,44,-6,-10,435.8,25.66,36.213,-99
PIRATA_6S_10W,342.38,7,12,2008,9,4,-6,-10,435.9,25.7,36.2134,-99
PIRATA_6S_10W,342.42,7,12,2008,10,42,-6,-10,435.6,25.72,36.2137,-99
PIRATA_6S_10W,342.46,7,12,2008,11,24,-6,-10,436.2,25.78,36.2141,-99
PIRATA_6S_10W,342.5,7,12,2008,12,30,-6,-10,437,25.82,36.2145,-99
PIRATA_6S_10W,342.54,7,12,2008,13,47,-6,-10,437.2,25.83,36.2149,-99
PIRATA_6S_10W,342.58,7,12,2008,14,39,-6,-10,437.7,25.82,36.2152,-99
PIRATA_6S_10W,342.62,7,12,2008,15,10,-6,-10,438.2,25.76,36.2156,-99
PIRATA_6S_10W,342.67,7,12,2008,16,43,-6,-10,438,25.74,36.216,-99
PIRATA_6S_10W,342.71,7,12,2008,17,57,-6,-10,437.3,25.7,36.2164,-99
PIRATA_6S_10W,342.75,7,12,2008,18,52,-6,-10,437.2,25.68,36.2168,-99
PIRATA_6S_10W,342.79,7,12,2008,19,0,-6,-10,436.8,25.68,36.2171,-99
PIRATA_6S_10W,342.83,7,12,2008,20,52,-6,-10,435.9,25.66,36.2175,-99
PIRATA_6S_10W,342.88,7,12,2008,21,30,-6,-10,435.9,25.65,36.2179,-99
PIRATA_6S_10W,342.92,7,12,2008,22,19,-6,-10,435.3,25.66,36.2183,-99
PIRATA_6S_10W,342.96,7,12,2008,23,32,-6,-10,435.6,25.65,36.2186,-99
PIRATA_6S_10W,343,8,12,2008,0,15,-6,-10,436.5,25.61,36.219,-99
PIRATA_6S_10W,343.04,8,12,2008,1,12,-6,-10,437.2,25.61,36.2191,-99
PIRATA_6S_10W,343.08,8,12,2008,2,31,-6,-10,438,25.61,36.2192,-99
PIRATA_6S_10W,343.12,8,12,2008,3,46,-6,-10,438.9,25.6,36.2194,-99
PIRATA_6S_10W,343.17,8,12,2008,4,2,-6,-10,439,25.61,36.2195,-99
PIRATA_6S_10W,343.21,8,12,2008,5,49,-6,-10,438.2,25.64,36.2196,-99
PIRATA_6S_10W,343.25,8,12,2008,6,10,-6,-10,438,25.63,36.2197,-99
PIRATA_6S_10W,343.29,8,12,2008,7,28,-6,-10,437.3,25.68,36.2199,-99
PIRATA_6S_10W,343.33,8,12,2008,8,17,-6,-10,436.5,25.82,36.22,-99
PIRATA_6S_10W,343.38,8,12,2008,9,25,-6,-10,437.1,26.05,36.2201,-99
PIRATA_6S_10W,343.42,8,12,2008,10,46,-6,-10,439.5,26.24,36.2202,-99
PIRATA_6S_10W,343.46,8,12,2008,11,59,-6,-10,443.2,26.51,36.2204,-99
PIRATA_6S_10W,343.5,8,12,2008,12,31,-6,-10,447.2,26.76,36.2205,-99
PIRATA_6S_10W,343.54,8,12,2008,13,8,-6,-10,452.1,26.97,36.2206,-99
PIRATA_6S_10W,343.58,8,12,2008,14,46,-6,-10,456.1,27.07,36.2207,-99
PIRATA_6S_10W,343.62,8,12,2008,15,12,-6,-10,460.9,26.86,36.2209,-99
PIRATA_6S_10W,343.67,8,12,2008,16,44,-6,-10,461.3,26.69,36.221,-99
PIRATA_6S_10W,343.71,8,12,2008,17,18,-6,-10,460.6,26.34,36.2211,-99
PIRATA_6S_10W,343.75,8,12,2008,18,36,-6,-10,454.4,26.12,36.2212,-99
PIRATA_6S_10W,343.79,8,12,2008,19,56,-6,-10,448.5,26.08,36.2214,-99
PIRATA_6S_10W,343.83,8,12,2008,20,28,-6,-10,443.9,26.04,36.2215,-99
PIRATA_6S_10W,343.88,8,12,2008,21,52,-6,-10,442.9,26.01,36.2216,-99
PIRATA_6S_10W,343.92,8,12,2008,22,22,-6,-10,442.2,25.96,36.2217,-99
PIRATA_6S_10W,343.96,8,12,2008,23,45,-6,-10,441.4,25.92,36.2219,-99
PIRATA_6S_10W,344,9,12,2008,0,36,-6,-10,440.3,25.88,36.222,-99
PIRATA_6S_10W,344.04,9,12,2008,1,58,-6,-10,439.4,25.84,36.2217,-99
PIRATA_6S_10W,344.08,9,12,2008,2,16,-6,-10,438.3,25.82,36.2214,-99
PIRATA_6S_10W,344.12,9,12,2008,3,36,-6,-10,438.1,25.83,36.2211,-99
PIRATA_6S_10W,344.17,9,12,2008,4,58,-6,-10,437.9,25.85,36.2208,-99
PIRATA_6S_10W,344.21,9,12,2008,5,31,-6,-10,437,25.89,36.2205,-99
PIRATA_6S_10W,344.25,9,12,2008,6,59,-6,-10,437.5,25.9,36.2202,-99
PIRATA_6S_10W,344.29,9,12,2008,7,41,-6,-10,437,25.93,36.22,-99
PIRATA_6S_10W,344.33,9,12,2008,8,21,-6,-10,437.3,25.99,36.2197,-99
PIRATA_6S_10W,344.38,9,12,2008,9,52,-6,-10,437.2,26.03,36.2194,-99
PIRATA_6S_10W,344.42,9,12,2008,10,51,-6,-10,438.1,26.12,36.2191,-99
PIRATA_6S_10W,344.46,9,12,2008,11,30,-6,-10,439.2,26.18,36.2188,-99
PIRATA_6S_10W,344.5,9,12,2008,12,9,-6,-10,440.6,26.32,36.2185,-99
PIRATA_6S_10W,344.54,9,12,2008,13,30,-6,-10,441.6,26.47,36.2182,-99
PIRATA_6S_10W,344.58,9,12,2008,14,4,-6,-10,445.2,26.38,36.2179,-99
PIRATA_6S_10W,344.62,9,12,2008,15,25,-6,-10,445.9,26.34,36.2176,-99
PIRATA_6S_10W,344.67,9,12,2008,16,9,-6,-10,446.1,26.26,36.2173,-99
PIRATA_6S_10W,344.71,9,12,2008,17,32,-6,-10,446.2,26.17,36.217,-99
PIRATA_6S_10W,344.75,9,12,2008,18,11,-6,-10,445.1,26.15,36.2168,-99
PIRATA_6S_10W,344.79,9,12,2008,19,36,-6,-10,444.4,26.14,36.2165,-99
PIRATA_6S_10W,344.83,9,12,2008,20,5,-6,-10,443.6,26.1,36.2162,-99
PIRATA_6S_10W,344.88,9,12,2008,21,39,-6,-10,441.9,26.08,36.2159,-99
PIRATA_6S_10W,344.92,9,12,2008,22,42,-6,-10,441.5,26.05,36.2156,-99
PIRATA_6S_10W,344.96,9,12,2008,23,58,-6,-10,441.1,26.05,36.2153,-99
PIRATA_6S_10W,345,10,12,2008,0,29,-6,-10,441.7,26.03,36.215,-99
PIRATA_6S_10W,345.04,10,12,2008,1,55,-6,-10,441.8,26.03,36.2143,-99
PIRATA_6S_10W,345.08,10,12,2008,2,19,-6,-10,441.6,26.01,36.2137,-99
PIRATA_6S_10W,345.12,10,12,2008,3,34,-6,-10,442.6,26,36.213,-99
PIRATA_6S_10W,345.17,10,12,2008,4,4,-6,-10,442.4,26.01,36.2123,-99
PIRATA_6S_10W,345.21,10,12,2008,5,27,-6,-10,441.8,25.99,36.2117,-99
PIRATA_6S_10W,345.25,10,12,2008,6,8,-6,-10,441,25.99,36.211,-99
PIRATA_6S_10W,345.29,10,12,2008,7,17,-6,-10,439.6,26.01,36.2103,-99
PIRATA_6S_10W,345.33,10,12,2008,8,1,-6,-10,439.4,26.05,36.2097,-99
PIRATA_6S_10W,345.38,10,12,2008,9,11,-6,-10,438.5,26.17,36.209,-99
PIRATA_6S_10W,345.42,10,12,2008,10,47,-6,-10,439,26.2,36.2083,-99
PIRATA_6S_10W,345.46,10,12,2008,11,25,-6,-10,440.3,26.23,36.2077,-99
PIRATA_6S_10W,345.5,10,12,2008,12,1,-6,-10,440.7,26.25,36.207,-99
PIRATA_6S_10W,345.54,10,12,2008,13,31,-6,-10,442,26.28,36.2063,-99
PIRATA_6S_10W,345.58,10,12,2008,14,5,-6,-10,442,26.31,36.2057,-99
PIRATA_6S_10W,345.62,10,12,2008,15,36,-6,-10,442.3,26.26,36.205,-99
PIRATA_6S_10W,345.67,10,12,2008,16,19,-6,-10,442.9,26.24,36.2043,-99
PIRATA_6S_10W,345.71,10,12,2008,17,38,-6,-10,443,26.19,36.2037,-99
PIRATA_6S_10W,345.75,10,12,2008,18,34,-6,-10,443.2,26.16,36.203,-99
PIRATA_6S_10W,345.79,10,12,2008,19,52,-6,-10,441.7,26.15,36.2023,-99
PIRATA_6S_10W,345.83,10,12,2008,20,36,-6,-10,441.6,26.13,36.2017,-99
PIRATA_6S_10W,345.88,10,12,2008,21,6,-6,-10,440.4,26.11,36.201,-99
PIRATA_6S_10W,345.92,10,12,2008,22,31,-6,-10,439.6,26.08,36.2003,-99
PIRATA_6S_10W,345.96,10,12,2008,23,0,-6,-10,439.9,26.08,36.1997,-99
PIRATA_6S_10W,346,11,12,2008,0,30,-6,-10,439.7,26.06,36.199,-99
PIRATA_6S_10W,346.04,11,12,2008,1,57,-6,-10,438.9,26.04,36.1987,-99
PIRATA_6S_10W,346.08,11,12,2008,2,23,-6,-10,439.7,26.03,36.1985,-99
PIRATA_6S_10W,346.12,11,12,2008,3,55,-6,-10,439.8,26.03,36.1982,-99
PIRATA_6S_10W,346.17,11,12,2008,4,17,-6,-10,440.3,26.03,36.198,-99
PIRATA_6S_10W,346.21,11,12,2008,5,51,-6,-10,440.1,26.03,36.1978,-99
PIRATA_6S_10W,346.25,11,12,2008,6,15,-6,-10,438.7,26.03,36.1975,-99
PIRATA_6S_10W,346.29,11,12,2008,7,58,-6,-10,438,26.05,36.1973,-99
PIRATA_6S_10W,346.33,11,12,2008,8,28,-6,-10,437.5,26.09,36.197,-99
PIRATA_6S_10W,346.38,11,12,2008,9,56,-6,-10,437.8,26.15,36.1968,-99
PIRATA_6S_10W,346.42,11,12,2008,10,9,-6,-10,437.9,26.2,36.1965,-99
PIRATA_6S_10W,346.46,11,12,2008,11,43,-6,-10,438.9,26.26,36.1963,-99
PIRATA_6S_10W,346.5,11,12,2008,12,54,-6,-10,439.9,26.32,36.196,-99
PIRATA_6S_10W,346.54,11,12,2008,13,35,-6,-10,440.7,26.36,36.1958,-99
PIRATA_6S_10W,346.58,11,12,2008,14,28,-6,-10,441.4,26.33,36.1955,-99
PIRATA_6S_10W,346.62,11,12,2008,15,55,-6,-10,441.9,26.31,36.1953,-99
PIRATA_6S_10W,346.67,11,12,2008,16,12,-6,-10,442.3,26.25,36.195,-99
PIRATA_6S_10W,346.71,11,12,2008,17,20,-6,-10,441,26.22,36.1948,-99
PIRATA_6S_10W,346.75,11,12,2008,18,14,-6,-10,440.7,26.19,36.1945,-99
PIRATA_6S_10W,346.79,11,12,2008,19,52,-6,-10,440.3,26.19,36.1942,-99
PIRATA_6S_10W,346.83,11,12,2008,20,5,-6,-10,439.6,26.15,36.194,-99
PIRATA_6S_10W,346.88,11,12,2008,21,21,-6,-10,439.6,26.11,36.1937,-99
PIRATA_6S_10W,346.92,11,12,2008,22,20,-6,-10,439.2,26.1,36.1935,-99
PIRATA_6S_10W,346.96,11,12,2008,23,33,-6,-10,438.9,26.12,36.1932,-99
PIRATA_6S_10W,347,12,12,2008,0,2,-6,-10,439,26.08,36.193,-99
PIRATA_6S_10W,347.04,12,12,2008,1,32,-6,-10,438.5,26.07,36.1925,-99
PIRATA_6S_10W,347.08,12,12,2008,2,57,-6,-10,438.1,26.08,36.1919,-99
PIRATA_6S_10W,347.12,12,12,2008,3,28,-6,-10,438.5,26.07,36.1914,-99
PIRATA_6S_10W,347.17,12,12,2008,4,50,-6,-10,438.7,26.08,36.1908,-99
PIRATA_6S_10W,347.21,12,12,2008,5,28,-6,-10,439.1,26.05,36.1903,-99
PIRATA_6S_10W,347.25,12,12,2008,6,31,-6,-10,439.1,26.08,36.1898,-99
PIRATA_6S_10W,347.29,12,12,2008,7,21,-6,-10,438.4,26.08,36.1892,-99
PIRATA_6S_10W,347.33,12,12,2008,8,41,-6,-10,438.1,26.08,36.1887,-99
PIRATA_6S_10W,347.38,12,12,2008,9,9,-6,-10,437.4,26.09,36.1881,-99
PIRATA_6S_10W,347.42,12,12,2008,10,31,-6,-10,437.5,26.1,36.1876,-99
PIRATA_6S_10W,347.46,12,12,2008,11,22,-6,-10,437.1,26.17,36.187,-99
PIRATA_6S_10W,347.5,12,12,2008,12,11,-6,-10,437.6,26.21,36.1865,-99
PIRATA_6S_10W,347.54,12,12,2008,13,3,-6,-10,438.5,26.24,36.186,-99
PIRATA_6S_10W,347.58,12,12,2008,14,15,-6,-10,439.2,26.24,36.1854,-99
PIRATA_6S_10W,347.62,12,12,2008,15,43,-6,-10,439.6,26.25,36.1849,-99
PIRATA_6S_10W,347.67,12,12,2008,16,57,-6,-10,440.1,26.22,36.1843,-99
PIRATA_6S_10W,347.71,12,12,2008,17,14,-6,-10,440.3,26.18,36.1838,-99
PIRATA_6S_10W,347.75,12,12,2008,18,19,-6,-10,440.4,26.14,36.1833,-99
PIRATA_6S_10W,347.79,12,12,2008,19,52,-6,-10,439.9,26.13,36.1827,-99
PIRATA_6S_10W,347.83,12,12,2008,20,4,-6,-10,439.8,26.12,36.1822,-99
PIRATA_6S_10W,347.88,12,12,2008,21,14,-6,-10,439,26.09,36.1816,-99
PIRATA_6S_10W,347.92,12,12,2008,22,42,-6,-10,438.1,26.08,36.1811,-99
PIRATA_6S_10W,347.96,12,12,2008,23,14,-6,-10,438.4,26.06,36.1805,-99
PIRATA_6S_10W,348,13,12,2008,0,48,-6,-10,438.9,26.06,36.18,-99
PIRATA_6S_10W,348.04,13,12,2008,1,15,-6,-10,439.2,26.05,36.18,-99
PIRATA_6S_10W,348.08,13,12,2008,2,50,-6,-10,438.5,26.04,36.1801,-99
PIRATA_6S_10W,348.12,13,12,2008,3,28,-6,-10,439.9,26.03,36.1801,-99
PIRATA_6S_10W,348.17,13,12,2008,4,54,-6,-10,439.3,26.03,36.1802,-99
PIRATA_6S_10W,348.21,13,12,2008,5,25,-6,-10,438.7,26.03,36.1802,-99
PIRATA_6S_10W,348.25,13,12,2008,6,59,-6,-10,438.5,26.08,36.1802,-99
PIRATA_6S_10W,348.29,13,12,2008,7,29,-6,-10,438.3,26.08,36.1803,-99
PIRATA_6S_10W,348.33,13,12,2008,8,43,-6,-10,438.6,26.09,36.1803,-99
PIRATA_6S_10W,348.38,13,12,2008,9,29,-6,-10,437.9,26.13,36.1804,-99
PIRATA_6S_10W,348.42,13,12,2008,10,10,-6,-10,438.5,26.15,36.1804,-99
PIRATA_6S_10W,348.46,13,12,2008,11,32,-6,-10,438.7,26.19,36.1805,-99
PIRATA_6S_10W,348.5,13,12,2008,12,20,-6,-10,439.5,26.21,36.1805,-99
PIRATA_6S_10W,348.54,13,12,2008,13,54,-6,-10,440.3,26.23,36.1805,-99
PIRATA_6S_10W,348.58,13,12,2008,14,32,-6,-10,440.6,26.2,36.1806,-99
PIRATA_6S_10W,348.62,13,12,2008,15,58,-6,-10,440.4,26.2,36.1806,-99
PIRATA_6S_10W,348.67,13,12,2008,16,23,-6,-10,440,26.18,36.1807,-99
PIRATA_6S_10W,348.71,13,12,2008,17,55,-6,-10,440.3,26.15,36.1807,-99
PIRATA_6S_10W,348.75,13,12,2008,18,21,-6,-10,440.2,26.13,36.1808,-99
PIRATA_6S_10W,348.79,13,12,2008,19,50,-6,-10,439.8,26.12,36.1808,-99
PIRATA_6S_10W,348.83,13,12,2008,20,29,-6,-10,439.5,26.12,36.1808,-99
PIRATA_6S_10W,348.88,13,12,2008,21,43,-6,-10,439.1,26.1,36.1809,-99
PIRATA_6S_10W,348.92,13,12,2008,22,19,-6,-10,438.9,26.12,36.1809,-99
PIRATA_6S_10W,348.96,13,12,2008,23,31,-6,-10,439.7,26.12,36.181,-99
PIRATA_6S_10W,349,14,12,2008,0,19,-6,-10,439.9,26.1,36.181,-99
PIRATA_6S_10W,349.04,14,12,2008,1,24,-6,-10,439.9,26.1,36.1808,-99
PIRATA_6S_10W,349.08,14,12,2008,2,11,-6,-10,440.3,26.08,36.1806,-99
PIRATA_6S_10W,349.12,14,12,2008,3,35,-6,-10,440.1,26.09,36.1804,-99
PIRATA_6S_10W,349.17,14,12,2008,4,59,-6,-10,440.4,26.09,36.1802,-99
PIRATA_6S_10W,349.21,14,12,2008,5,29,-6,-10,440.2,26.09,36.18,-99
PIRATA_6S_10W,349.25,14,12,2008,6,23,-6,-10,440.5,26.1,36.1797,-99
PIRATA_6S_10W,349.29,14,12,2008,7,33,-6,-10,439.5,26.1,36.1795,-99
PIRATA_6S_10W,349.33,14,12,2008,8,27,-6,-10,439.5,26.12,36.1793,-99
PIRATA_6S_10W,349.38,14,12,2008,9,35,-6,-10,439.4,26.17,36.1791,-99
PIRATA_6S_10W,349.42,14,12,2008,10,18,-6,-10,439.5,26.24,36.1789,-99
PIRATA_6S_10W,349.46,14,12,2008,11,12,-6,-10,440.4,26.3,36.1787,-99
PIRATA_6S_10W,349.5,14,12,2008,12,53,-6,-10,441.1,26.37,36.1785,-99
PIRATA_6S_10W,349.54,14,12,2008,13,10,-6,-10,441.5,26.41,36.1783,-99
PIRATA_6S_10W,349.58,14,12,2008,14,2,-6,-10,443.7,26.33,36.1781,-99
PIRATA_6S_10W,349.62,14,12,2008,15,24,-6,-10,443.5,26.34,36.1779,-99
PIRATA_6S_10W,349.67,14,12,2008,16,50,-6,-10,443.5,26.3,36.1777,-99
PIRATA_6S_10W,349.71,14,12,2008,17,33,-6,-10,442.8,26.26,36.1775,-99
PIRATA_6S_10W,349.75,14,12,2008,18,58,-6,-10,442.2,26.22,36.1772,-99
PIRATA_6S_10W,349.79,14,12,2008,19,32,-6,-10,441.1,26.19,36.177,-99
PIRATA_6S_10W,349.83,14,12,2008,20,19,-6,-10,440.5,26.17,36.1768,-99
PIRATA_6S_10W,349.88,14,12,2008,21,39,-6,-10,440.8,26.14,36.1766,-99
PIRATA_6S_10W,349.92,14,12,2008,22,17,-6,-10,440.2,26.15,36.1764,-99
PIRATA_6S_10W,349.96,14,12,2008,23,56,-6,-10,440.1,26.15,36.1762,-99
PIRATA_6S_10W,350,15,12,2008,0,28,-6,-10,440.1,26.14,36.176,-99
PIRATA_6S_10W,350.04,15,12,2008,1,37,-6,-10,439.6,26.14,36.176,-99
PIRATA_6S_10W,350.08,15,12,2008,2,11,-6,-10,440.6,26.14,36.176,-99
PIRATA_6S_10W,350.12,15,12,2008,3,48,-6,-10,440,26.12,36.176,-99
PIRATA_6S_10W,350.17,15,12,2008,4,13,-6,-10,439.8,26.12,36.176,-99
PIRATA_6S_10W,350.21,15,12,2008,5,24,-6,-10,440.4,26.12,36.176,-99
PIRATA_6S_10W,350.25,15,12,2008,6,20,-6,-10,440.4,26.13,36.176,-99
PIRATA_6S_10W,350.29,15,12,2008,7,7,-6,-10,440.4,26.15,36.176,-99
PIRATA_6S_10W,350.33,15,12,2008,8,30,-6,-10,440,26.2,36.176,-99
PIRATA_6S_10W,350.38,15,12,2008,9,32,-6,-10,440.8,26.27,36.176,-99
PIRATA_6S_10W,350.42,15,12,2008,10,27,-6,-10,441.9,26.27,36.176,-99
PIRATA_6S_10W,350.46,15,12,2008,11,38,-6,-10,441.2,26.33,36.176,-99
PIRATA_6S_10W,350.5,15,12,2008,12,29,-6,-10,442.5,26.39,36.176,-99
PIRATA_6S_10W,350.54,15,12,2008,13,14,-6,-10,443.1,26.42,36.176,-99
PIRATA_6S_10W,350.58,15,12,2008,14,41,-6,-10,443.7,26.4,36.176,-99
PIRATA_6S_10W,350.62,15,12,2008,15,10,-6,-10,443.7,26.39,36.176,-99
PIRATA_6S_10W,350.67,15,12,2008,16,9,-6,-10,443.8,26.33,36.176,-99
