MOORING,DAY_OF_YEAR,DD,MM,YYYY,HH,SS,LATITUDE,LONGITUDE,FCO2_WAT,SST,SSS,ATM_PRE
,,,,,,,,,UATM,DEG_C,,
PIRATA_6S_10W,362.62,27,12,2008,15,31,-6,-10,444.4,26.29,36.192,-99
PIRATA_6S_10W,362.67,27,12,2008,16,10,-6,-10,444.9,26.24,36.192,-99
PIRATA_6S_10W,362.71,27,12,2008,17,24,-6,-10,444.8,26.21,36.192,-99
PIRATA_6S_10W,362.75,27,12,2008,18,8,-6,-10,444.7,26.18,36.192,-99
PIRATA_6S_10W,362.79,27,12,2008,19,26,-6,-10,444.3,26.16,36.192,-99
PIRATA_6S_10W,362.83,27,12,2008,20,15,-6,-10,444.1,26.13,36.192,-99
PIRATA_6S_10W,362.88,27,12,2008,21,2,-6,-10,443.2,26.13,36.192,-99
PIRATA_6S_10W,362.92,27,12,2008,22,51,-6,-10,443,26.12,36.192,-99
PIRATA_6S_10W,362.96,27,12,2008,23,24,-6,-10,443.5,26.12,36.192,-99
PIRATA_6S_10W,363,28,12,2008,0,31,-6,-10,443.2,26.12,36.192,-99
PIRATA_6S_10W,363.04,28,12,2008,1,46,-6,-10,443,26.12,36.192,-99
PIRATA_6S_10W,363.08,28,12,2008,2,36,-6,-10,443,26.13,36.192,-99
PIRATA_6S_10W,363.12,28,12,2008,3,56,-6,-10,443.1,26.12,36.192,-99
PIRATA_6S_10W,363.17,28,12,2008,4,16,-6,-10,443.6,26.12,36.192,-99
PIRATA_6S_10W,363.21,28,12,2008,5,36,-6,-10,444.5,26.11,36.192,-99
PIRATA_6S_10W,363.25,28,12,2008,6,14,-6,-10,444.4,26.12,36.192,-99
PIRATA_6S_10W,363.29,28,12,2008,7,55,-6,-10,443.3,26.12,36.192,-99
PIRATA_6S_10W,363.33,28,12,2008,8,40,-6,-10,443.7,26.13,36.192,-99
PIRATA_6S_10W,363.38,28,12,2008,9,27,-6,-10,443.3,26.15,36.192,-99
PIRATA_6S_10W,363.42,28,12,2008,10,16,-6,-10,443.4,26.14,36.192,-99
PIRATA_6S_10W,363.46,28,12,2008,11,31,-6,-10,442.9,26.18,36.192,-99
PIRATA_6S_10W,363.5,28,12,2008,12,56,-6,-10,443.2,26.21,36.192,-99
PIRATA_6S_10W,363.54,28,12,2008,13,10,-6,-10,442.8,26.26,36.192,-99
PIRATA_6S_10W,363.58,28,12,2008,14,10,-6,-10,443.9,26.29,36.192,-99
PIRATA_6S_10W,363.62,28,12,2008,15,28,-6,-10,444.3,26.28,36.192,-99
PIRATA_6S_10W,363.67,28,12,2008,16,56,-6,-10,445,26.26,36.192,-99
PIRATA_6S_10W,363.71,28,12,2008,17,32,-6,-10,445.3,26.24,36.192,-99
PIRATA_6S_10W,363.75,28,12,2008,18,46,-6,-10,445.6,26.21,36.192,-99
PIRATA_6S_10W,363.79,28,12,2008,19,59,-6,-10,444.9,26.19,36.192,-99
PIRATA_6S_10W,363.83,28,12,2008,20,59,-6,-10,444.3,26.18,36.192,-99
PIRATA_6S_10W,363.88,28,12,2008,21,45,-6,-10,443.6,26.18,36.192,-99
PIRATA_6S_10W,363.92,28,12,2008,22,45,-6,-10,443.7,26.17,36.192,-99
PIRATA_6S_10W,363.96,28,12,2008,23,20,-6,-10,443.4,26.16,36.192,-99
PIRATA_6S_10W,364,29,12,2008,0,14,-6,-10,443.4,26.17,36.192,-99
PIRATA_6S_10W,364.04,29,12,2008,1,39,-6,-10,442.9,26.17,36.1919,-99
PIRATA_6S_10W,364.08,29,12,2008,2,56,-6,-10,443.3,26.15,36.1918,-99
PIRATA_6S_10W,364.12,29,12,2008,3,27,-6,-10,443.3,26.17,36.1917,-99
PIRATA_6S_10W,364.17,29,12,2008,4,18,-6,-10,443.6,26.17,36.1917,-99
PIRATA_6S_10W,364.21,29,12,2008,5,47,-6,-10,443.6,26.17,36.1916,-99
PIRATA_6S_10W,364.25,29,12,2008,6,0,-6,-10,443.6,26.17,36.1915,-99
PIRATA_6S_10W,364.29,29,12,2008,7,49,-6,-10,443.8,26.17,36.1914,-99
PIRATA_6S_10W,364.33,29,12,2008,8,33,-6,-10,442.9,26.21,36.1913,-99
PIRATA_6S_10W,364.38,29,12,2008,9,10,-6,-10,443.4,26.26,36.1912,-99
PIRATA_6S_10W,364.42,29,12,2008,10,53,-6,-10,443.5,26.35,36.1912,-99
PIRATA_6S_10W,364.46,29,12,2008,11,20,-6,-10,444.8,26.41,36.1911,-99
PIRATA_6S_10W,364.5,29,12,2008,12,52,-6,-10,446.1,26.45,36.191,-99
PIRATA_6S_10W,364.54,29,12,2008,13,20,-6,-10,447.2,26.49,36.1909,-99
PIRATA_6S_10W,364.58,29,12,2008,14,38,-6,-10,447.7,26.48,36.1908,-99
PIRATA_6S_10W,364.62,29,12,2008,15,59,-6,-10,448.2,26.44,36.1908,-99
PIRATA_6S_10W,364.67,29,12,2008,16,24,-6,-10,448.5,26.39,36.1907,-99
PIRATA_6S_10W,364.71,29,12,2008,17,44,-6,-10,448.1,26.34,36.1906,-99
PIRATA_6S_10W,364.75,29,12,2008,18,6,-6,-10,447,26.28,36.1905,-99
PIRATA_6S_10W,364.79,29,12,2008,19,35,-6,-10,445.8,26.24,36.1904,-99
PIRATA_6S_10W,364.83,29,12,2008,20,13,-6,-10,444.9,26.21,36.1903,-99
PIRATA_6S_10W,364.88,29,12,2008,21,39,-6,-10,444,26.18,36.1903,-99
PIRATA_6S_10W,364.92,29,12,2008,22,36,-6,-10,443.3,26.17,36.1902,-99
PIRATA_6S_10W,364.96,29,12,2008,23,38,-6,-10,442.3,26.16,36.1901,-99
PIRATA_6S_10W,365,30,12,2008,0,19,-6,-10,442.8,26.14,36.19,-99
PIRATA_6S_10W,365.04,30,12,2008,1,49,-6,-10,443,26.13,36.1902,-99
PIRATA_6S_10W,365.08,30,12,2008,2,7,-6,-10,442.5,26.14,36.1903,-99
PIRATA_6S_10W,365.12,30,12,2008,3,55,-6,-10,442.7,26.15,36.1905,-99
PIRATA_6S_10W,365.17,30,12,2008,4,26,-6,-10,443.2,26.12,36.1907,-99
PIRATA_6S_10W,365.21,30,12,2008,5,7,-6,-10,443.3,26.12,36.1908,-99
PIRATA_6S_10W,365.25,30,12,2008,6,38,-6,-10,443.4,26.13,36.191,-99
PIRATA_6S_10W,365.29,30,12,2008,7,20,-6,-10,442.8,26.14,36.1912,-99
PIRATA_6S_10W,365.33,30,12,2008,8,42,-6,-10,442.4,26.14,36.1913,-99
PIRATA_6S_10W,365.38,30,12,2008,9,14,-6,-10,442.2,26.17,36.1915,-99
PIRATA_6S_10W,365.42,30,12,2008,10,40,-6,-10,442.2,26.19,36.1917,-99
PIRATA_6S_10W,365.46,30,12,2008,11,2,-6,-10,441.7,26.24,36.1918,-99
PIRATA_6S_10W,365.5,30,12,2008,12,35,-6,-10,443,26.26,36.192,-99
PIRATA_6S_10W,365.54,30,12,2008,13,58,-6,-10,443.6,26.32,36.1922,-99
PIRATA_6S_10W,365.58,30,12,2008,14,32,-6,-10,444.1,26.33,36.1923,-99
PIRATA_6S_10W,365.62,30,12,2008,15,19,-6,-10,444.3,26.32,36.1925,-99
PIRATA_6S_10W,365.67,30,12,2008,16,47,-6,-10,444.6,26.26,36.1927,-99
PIRATA_6S_10W,365.71,30,12,2008,17,15,-6,-10,444.4,26.23,36.1928,-99
PIRATA_6S_10W,365.75,30,12,2008,18,37,-6,-10,443.7,26.2,36.193,-99
PIRATA_6S_10W,365.79,30,12,2008,19,13,-6,-10,443.4,26.19,36.1932,-99
PIRATA_6S_10W,365.83,30,12,2008,20,31,-6,-10,442.8,26.17,36.1933,-99
PIRATA_6S_10W,365.88,30,12,2008,21,25,-6,-10,442.9,26.17,36.1935,-99
PIRATA_6S_10W,365.92,30,12,2008,22,17,-6,-10,443,26.17,36.1937,-99
PIRATA_6S_10W,365.96,30,12,2008,23,42,-6,-10,442.8,26.15,36.1938,-99
PIRATA_6S_10W,366,31,12,2008,0,15,-6,-10,442.9,26.15,36.194,-99
PIRATA_6S_10W,366.04,31,12,2008,1,54,-6,-10,443.4,26.14,36.194,-99
PIRATA_6S_10W,366.08,31,12,2008,2,40,-6,-10,443,26.14,36.194,-99
PIRATA_6S_10W,366.12,31,12,2008,3,7,-6,-10,442.9,26.13,36.194,-99
PIRATA_6S_10W,366.17,31,12,2008,4,50,-6,-10,443.8,26.14,36.194,-99
PIRATA_6S_10W,366.21,31,12,2008,5,20,-6,-10,443.3,26.13,36.194,-99
PIRATA_6S_10W,366.25,31,12,2008,6,12,-6,-10,443.3,26.14,36.194,-99
PIRATA_6S_10W,366.29,31,12,2008,7,17,-6,-10,443.1,26.14,36.194,-99
PIRATA_6S_10W,366.33,31,12,2008,8,38,-6,-10,443,26.2,36.194,-99
PIRATA_6S_10W,366.38,31,12,2008,9,3,-6,-10,443.1,26.26,36.194,-99
PIRATA_6S_10W,366.42,31,12,2008,10,20,-6,-10,443,26.34,36.194,-99
PIRATA_6S_10W,366.46,31,12,2008,11,42,-6,-10,444.5,26.4,36.194,-99
PIRATA_6S_10W,366.5,31,12,2008,12,14,-6,-10,446.2,26.44,36.194,-99
PIRATA_6S_10W,366.54,31,12,2008,13,51,-6,-10,447.2,26.45,36.194,-99
PIRATA_6S_10W,366.58,31,12,2008,14,29,-6,-10,446.7,26.42,36.194,-99
PIRATA_6S_10W,366.62,31,12,2008,15,37,-6,-10,447,26.39,36.194,-99
PIRATA_6S_10W,366.67,31,12,2008,16,6,-6,-10,446.7,26.37,36.194,-99
PIRATA_6S_10W,366.71,31,12,2008,17,56,-6,-10,447.5,26.31,36.194,-99
PIRATA_6S_10W,366.75,31,12,2008,18,10,-6,-10,446.9,26.28,36.194,-99
PIRATA_6S_10W,366.79,31,12,2008,19,46,-6,-10,446.3,26.25,36.194,-99
PIRATA_6S_10W,366.83,31,12,2008,20,1,-6,-10,445.2,26.24,36.194,-99
PIRATA_6S_10W,366.88,31,12,2008,21,9,-6,-10,445.1,26.23,36.194,-99
PIRATA_6S_10W,366.92,31,12,2008,22,3,-6,-10,444.5,26.22,36.194,-99
PIRATA_6S_10W,366.96,31,12,2008,23,33,-6,-10,443.9,26.2,36.194,-99
